seq_0004	YP_009725309	26.531	49	35	186	234	346	439	486	527	2.2	21.2	14
seq_0004	YP_009725300	42.105	19	11	179	197	346	191	209	500	4.4	20.0	5
seq_0004	YP_009724390	34.146	41	20	21	54	346	1127	1167	1273	5.7	19.6	10
seq_0004	YP_009725307	24.167	120	77	86	202	346	617	725	932	9.7	18.9	34
seq_0005	YP_009724389	100.000	601	0	1	601	601	5325	5925	7096	0.0	1259	100
seq_0005	YP_009724389	37.778	45	24	324	366	601	5220	5262	7096	1.5	22.7	100
seq_0005	YP_009724389	25.714	35	26	558	592	601	1159	1193	7096	1.8	22.3	100
seq_0005	YP_009724389	27.660	47	20	206	238	601	690	736	7096	4.0	21.2	100
seq_0005	YP_009724389	31.034	29	20	225	253	601	3183	3211	7096	4.9	20.8	100
seq_0005	YP_009724389	38.462	26	16	525	550	601	4593	4618	7096	8.2	20.0	100
seq_0005	YP_009724389	25.000	56	38	169	222	601	7010	7063	7096	8.2	20.0	100
seq_0005	YP_009724389	45.000	20	11	104	123	601	4164	4183	7096	9.9	20.0	100
seq_0005	YP_009725308	100.000	601	0	1	601	601	1	601	601	0.0	1250	100
seq_0005	YP_009725307	37.778	45	24	324	366	601	828	870	932	1.5	22.3	11
seq_0005	YP_009725307	38.462	26	16	525	550	601	201	226	932	6.3	20.4	11
seq_0005	YP_009725299	25.714	35	26	558	592	601	341	375	1945	1.8	22.3	6
seq_0005	YP_009725298	28.261	46	19	207	238	601	511	556	638	1.8	22.3	5
seq_0005	YP_009725305	45.000	20	11	104	123	601	24	43	113	5.4	20.0	3
seq_0005	YP_009725300	23.913	92	63	164	253	601	362	448	500	5.5	20.4	15
seq_0005	YP_009725311	25.000	56	38	169	222	601	212	265	298	6.5	20.0	9
seq_0006	YP_009725304	100.000	198	0	1	198	198	1	198	198	2.85e-149	404	100
seq_0006	YP_009724389	100.000	198	0	1	198	198	3943	4140	7096	1.57e-133	404	100
seq_0006	YP_009724389	35.714	28	17	7	33	198	4264	4291	7096	2.9	19.6	100
seq_0006	YP_009724389	54.545	11	5	135	145	198	5414	5424	7096	3.3	19.6	100
seq_0006	YP_009724389	32.000	25	17	103	127	198	2524	2548	7096	4.6	19.2	100
seq_0006	YP_009724389	21.053	38	30	37	74	198	3192	3229	7096	9.6	18.1	100
seq_0006	YP_009725300	21.053	38	30	37	74	198	429	466	500	2.8	19.6	19
seq_0006	YP_009725306	35.714	28	17	7	33	198	11	38	139	3.3	19.2	14
seq_0006	YP_009725299	38.889	18	11	103	120	198	1706	1723	1945	3.9	19.2	9
seq_0006	YP_009725308	54.545	11	5	135	145	198	90	100	601	4.5	19.2	6
seq_0006	YP_009724391	45.455	11	6	108	118	198	151	161	275	5.0	18.9	6
seq_0007	YP_009725305	100.000	113	0	1	113	113	1	113	113	1.42e-84	234	100
seq_0007	YP_009724389	100.000	113	0	1	113	113	4141	4253	7096	1.02e-76	237	100
seq_0007	YP_009724389	31.579	38	25	28	65	113	1631	1667	7096	0.54	20.8	100
seq_0007	YP_009724389	45.000	20	11	24	43	113	5428	5447	7096	0.98	20.0	100
seq_0007	YP_009724389	20.339	59	39	26	84	113	5152	5202	7096	3.5	18.5	100
seq_0007	YP_009724389	38.889	18	11	64	81	113	4996	5013	7096	4.2	18.1	100
seq_0007	YP_009724389	50.000	12	6	77	88	113	3356	3367	7096	9.1	17.3	100
seq_0007	YP_009724389	55.556	9	4	63	71	113	618	626	7096	9.3	16.9	100
seq_0007	YP_009725299	31.579	38	25	28	65	113	813	849	1945	0.47	21.2	34
seq_0007	YP_009725308	45.000	20	11	24	43	113	104	123	601	1.0	20.0	18
seq_0007	YP_009725307	38.889	18	11	64	81	113	604	621	932	3.3	18.5	52
seq_0007	YP_009725307	20.339	59	39	26	84	113	760	810	932	4.1	18.1	52
seq_0007	YP_009725298	55.556	9	4	63	71	113	438	446	638	6.7	17.3	8
seq_0007	YP_009725301	50.000	12	6	77	88	113	93	104	306	7.9	17.3	11
seq_0008	YP_009724389	100.000	4401	0	1	4401	4405	1	4401	7096	0.0	9137	99
seq_0008	YP_009724389	27.143	70	47	231	300	4405	6409	6474	7096	4.0	24.3	99
seq_0008	YP_009725299	100.000	1945	0	819	2763	4405	1	1945	1945	0.0	4035	46
seq_0008	YP_009725299	31.343	67	34	4230	4289	4405	616	677	1945	5.8	23.5	46
seq_0008	YP_009725298	100.000	638	0	181	818	4405	1	638	638	0.0	1328	14
seq_0008	YP_009725300	100.000	500	0	2764	3263	4405	1	500	500	0.0	1043	11
seq_0008	YP_009725301	100.000	306	0	3264	3569	4405	1	306	306	0.0	652	7
seq_0008	YP_009725302	100.000	290	0	3570	3859	4405	1	290	290	0.0	602	7
seq_0008	YP_009725304	100.000	198	0	3943	4140	4405	1	198	198	1.36e-132	405	4
seq_0008	YP_009725297	100.000	180	0	1	180	4405	1	180	180	3.41e-126	386	4
seq_0008	YP_009725306	100.000	139	0	4254	4392	4405	1	139	139	1.60e-97	302	3
seq_0008	YP_009725305	100.000	113	0	4141	4253	4405	1	113	113	2.73e-75	238	3
seq_0008	YP_009725303	100.000	83	0	3860	3942	4405	1	83	83	2.61e-50	165	2
seq_0008	YP_009725312	100.000	13	0	4393	4405	4405	1	13	13	0.002	30.0	0
seq_0008	YP_009725309	29.730	37	24	231	267	4405	484	518	527	7.8	23.1	1
seq_0008	YP_009724391	24.419	86	52	233	309	4405	181	262	275	9.2	22.7	2
seq_0009	YP_009725299	100.000	1945	0	1	1945	1945	1	1945	1945	0.0	4043	100
seq_0009	YP_009724389	100.000	1945	0	1	1945	1945	819	2763	7096	0.0	4024	100
seq_0009	YP_009724389	31.343	67	34	616	677	1945	4230	4289	7096	2.2	23.9	100
seq_0009	YP_009724389	29.508	61	24	1742	1785	1945	4629	4687	7096	4.7	22.7	100
seq_0009	YP_009724389	25.714	35	26	341	375	1945	5882	5916	7096	6.2	22.3	100
seq_0009	YP_009725307	29.508	61	24	1742	1785	1945	237	295	932	5.3	22.3	2
seq_0009	YP_009725308	25.714	35	26	341	375	1945	558	592	601	5.6	22.3	2
seq_0009	YP_009725302	37.500	24	15	1332	1355	1945	178	201	290	8.5	21.6	1
seq_0009	YP_009725298	31.034	29	20	706	734	1945	458	486	638	9.8	21.6	1
seq_0010	YP_009724389	100.000	500	0	1	500	500	2764	3263	7096	0.0	1039	100
seq_0010	YP_009724389	42.105	19	11	191	209	500	6631	6649	7096	6.1	20.4	100
seq_0010	YP_009724389	21.053	38	30	429	466	500	3979	4016	7096	7.1	20.0	100
seq_0010	YP_009724389	31.034	29	20	420	448	500	5549	5577	7096	9.5	19.6	100
seq_0010	YP_009725300	100.000	500	0	1	500	500	1	500	500	0.0	1031	100
seq_0010	YP_009725308	23.913	92	63	362	448	500	164	253	601	4.6	20.4	17
seq_0010	YP_009725306	30.233	43	23	132	167	500	55	97	139	4.9	20.0	7
seq_0010	YP_009725310	42.105	19	11	191	209	500	179	197	346	6.1	20.0	4
seq_0010	YP_009725304	21.053	38	30	429	466	500	37	74	198	7.0	19.6	8
seq_0010	YP_009725307	23.404	47	34	238	284	500	213	257	932	8.2	19.6	9
seq_0011	YP_009724389	100.000	932	0	1	932	932	4393	5324	7096	0.0	1969	100
seq_0011	YP_009724389	37.778	45	24	828	870	932	5648	5690	7096	1.9	22.7	100
seq_0011	YP_009724389	29.508	61	24	237	295	932	2560	2603	7096	2.6	22.3	100
seq_0011	YP_009724389	25.581	43	32	800	842	932	331	373	7096	2.6	22.3	100
seq_0011	YP_009724389	60.000	15	6	388	402	932	6134	6148	7096	3.2	21.9	100
seq_0011	YP_009724389	33.333	36	24	18	53	932	2417	2452	7096	5.9	21.2	100
seq_0011	YP_009724389	23.404	47	34	213	257	932	3001	3047	7096	7.4	20.8	100
seq_0011	YP_009724389	37.931	29	17	429	456	932	1947	1975	7096	8.8	20.8	100
seq_0011	YP_009725307	100.000	932	0	1	932	932	1	932	932	0.0	1949	100
seq_0011	YP_009725312	100.000	9	0	1	9	932	1	9	13	0.44	21.6	1
seq_0011	YP_009725309	25.000	68	47	388	454	932	209	273	527	1.8	22.7	7
seq_0011	YP_009725308	37.778	45	24	828	870	932	324	366	601	2.4	22.3	7
seq_0011	YP_009725308	38.462	26	16	201	226	932	525	550	601	9.8	20.4	7
seq_0011	YP_009725298	22.917	48	37	800	847	932	151	198	638	2.4	22.3	5
seq_0011	YP_009725299	29.508	61	24	237	295	932	1742	1785	1945	2.5	22.3	13
seq_0011	YP_009725299	33.333	36	24	18	53	932	1599	1634	1945	6.7	21.2	13
seq_0011	YP_009725299	37.931	29	17	429	456	932	1129	1157	1945	8.5	20.8	13
seq_0011	YP_009724390	36.842	19	12	338	356	932	896	914	1273	2.5	22.3	2
seq_0011	YP_009724397	35.714	28	12	807	830	932	277	302	419	8.2	20.8	3
seq_0012	YP_009725306	100.000	139	0	1	139	139	1	139	139	9.34e-106	290	100
seq_0012	YP_009724389	100.000	139	0	1	139	139	4254	4392	7096	1.29e-98	301	100
seq_0012	YP_009724389	35.714	28	17	11	38	139	3949	3975	7096	3.5	18.9	100
seq_0012	YP_009724389	28.947	38	20	58	95	139	2898	2928	7096	4.6	18.5	100
seq_0012	YP_009724389	35.294	34	17	3	36	139	1467	1495	7096	4.9	18.5	100
seq_0012	YP_009724389	36.000	25	13	20	44	139	3834	3855	7096	6.0	18.1	100
seq_0012	YP_009725300	30.233	43	23	55	97	139	132	167	500	1.4	20.0	31
seq_0012	YP_009725304	35.714	28	17	11	38	139	7	33	198	2.3	19.2	20
seq_0012	YP_009725302	36.000	25	13	20	44	139	265	286	290	4.4	18.5	18
seq_0012	YP_009725299	36.364	33	16	4	36	139	650	677	1945	5.7	18.1	24
seq_0013	YP_009724389	100.000	306	0	1	306	306	3264	3569	7096	0.0	649	100
seq_0013	YP_009725301	100.000	306	0	1	306	306	1	306	306	0.0	640	100
seq_0013	YP_009724393	29.032	31	19	74	101	306	148	178	222	3.3	20.0	9
seq_0014	YP_009724389	100.000	290	0	1	290	290	3570	3859	7096	0.0	600	100
seq_0014	YP_009724389	37.500	24	15	178	201	290	2150	2173	7096	2.5	20.8	100
seq_0014	YP_009724389	37.500	24	12	265	285	290	4273	4296	7096	6.5	19.2	100
seq_0014	YP_009724389	34.783	23	15	84	106	290	2002	2024	7096	6.9	19.2	100
seq_0014	YP_009725302	100.000	290	0	1	290	290	1	290	290	0.0	592	100
seq_0014	YP_009725299	37.500	24	15	178	201	290	1332	1355	1945	1.4	21.6	39
seq_0014	YP_009725299	25.926	81	42	19	98	290	1486	1549	1945	5.8	19.2	39
seq_0014	YP_009725299	36.364	22	14	85	106	290	1185	1206	1945	9.2	18.9	39
seq_0014	YP_009725306	37.500	24	12	265	285	290	20	43	139	8.1	18.5	7
seq_0015	YP_009725303	100.000	83	0	1	83	83	1	83	83	2.09e-57	163	100
seq_0015	YP_009724389	100.000	83	0	1	83	83	3860	3942	7096	1.08e-52	167	100
seq_0016	YP_009725297	100.000	180	0	1	180	180	1	180	180	4.09e-134	364	100
seq_0016	YP_009724389	100.000	180	0	1	180	180	1	180	7096	1.40e-127	386	100
seq_0016	YP_009724389	44.444	18	10	19	36	180	2568	2585	7096	3.6	19.2	100
seq_0016	YP_009724389	40.541	37	15	34	70	180	5477	5506	7096	6.8	18.5	100
seq_0016	YP_009724389	41.176	17	10	33	49	180	629	645	7096	8.5	18.1	100
seq_0016	YP_009725299	44.444	18	10	19	36	180	1750	1767	1945	3.5	19.2	10
seq_0016	YP_009725308	40.541	37	15	34	70	180	153	182	601	6.4	18.5	21
seq_0016	YP_009725298	41.176	17	10	33	49	180	449	465	638	8.1	18.1	9
seq_0017	YP_009724389	100.000	638	0	1	638	638	181	818	7096	0.0	1326	100
seq_0017	YP_009724389	27.143	70	47	51	120	638	6409	6474	7096	0.31	25.0	100
seq_0017	YP_009724389	22.917	48	37	151	198	638	5192	5239	7096	1.8	22.3	100
seq_0017	YP_009724389	28.261	46	19	511	556	638	5531	5562	7096	2.5	21.9	100
seq_0017	YP_009724389	31.034	29	20	458	486	638	1524	1552	7096	4.6	21.2	100
seq_0017	YP_009725298	100.000	638	0	1	638	638	1	638	638	0.0	1315	100
seq_0017	YP_009725309	29.730	37	24	51	87	638	484	518	527	0.60	23.9	6
seq_0017	YP_009724391	24.419	86	52	53	129	638	181	262	275	1.2	22.7	12
seq_0017	YP_009725307	22.917	48	37	151	198	638	800	847	932	1.6	22.3	8
seq_0017	YP_009725308	28.261	46	19	511	556	638	207	238	601	1.9	22.3	7
seq_0017	YP_009724390	42.105	19	11	439	457	638	1136	1154	1273	3.0	21.6	7
seq_0017	YP_009724390	33.333	24	16	505	528	638	392	415	1273	7.5	20.4	7
seq_0017	YP_009725299	31.034	29	20	458	486	638	706	734	1945	3.1	21.6	5
seq_0018	YP_009725255	100.000	38	0	1	38	38	1	38	38	4.09e-25	78.6	100
seq_0018	YP_009724389	25.000	32	24	2	33	38	6360	6391	7096	0.015	22.3	84
seq_0018	YP_009725309	25.000	32	24	2	33	38	435	466	527	0.024	21.6	84
seq_0018	YP_009725311	30.303	33	23	2	34	38	265	297	298	8.1	15.0	87
seq_0019	YP_009724394	100.000	61	0	1	61	61	1	61	61	7.78e-42	122	100
seq_0019	YP_009724389	30.303	33	17	12	38	61	3688	3720	7096	2.6	17.3	61
seq_0019	YP_009724389	28.571	28	20	21	48	61	265	292	7096	8.6	15.8	61
seq_0019	YP_009725302	30.303	33	17	12	38	61	119	151	290	4.9	16.5	44
seq_0019	YP_009725298	28.571	28	20	21	48	61	85	112	638	7.8	16.2	46
seq_0020	YP_009724397	100.000	419	0	1	419	419	1	419	419	0.0	854	100
seq_0020	YP_009724389	48.148	27	7	391	417	419	6889	6908	7096	2.6	21.2	23
seq_0020	YP_009724389	34.783	23	13	102	122	419	4602	4624	7096	2.7	21.2	23
seq_0020	YP_009724389	28.261	46	31	256	299	419	5497	5542	7096	4.0	20.4	23
seq_0020	YP_009724389	50.000	12	6	291	302	419	5211	5222	7096	7.5	19.6	23
seq_0020	YP_009725307	35.714	28	12	277	302	419	807	830	932	3.4	20.8	6
seq_0020	YP_009725311	48.000	25	6	393	417	419	93	110	298	3.6	20.4	6
seq_0020	YP_009724390	37.500	24	15	337	360	419	177	200	1273	9.1	19.2	6
seq_0020	YP_009725308	41.176	17	10	283	299	419	202	218	601	9.3	19.2	4
seq_0021	YP_009724396	100.000	121	0	1	121	121	1	121	121	2.47e-91	251	100
seq_0021	YP_009724395	30.769	39	21	1	37	121	1	35	121	0.28	21.2	31
seq_0021	YP_009725311	40.000	25	14	8	31	121	39	63	298	2.2	18.9	20
seq_0021	YP_009724389	26.087	23	17	9	31	121	2149	2171	7096	3.6	18.5	20
seq_0021	YP_009724389	40.000	25	14	8	31	121	6837	6861	7096	3.6	18.5	20
seq_0021	YP_009725299	26.087	23	17	9	31	121	1331	1353	1945	4.3	18.1	19
seq_0022	YP_009724392	100.000	75	0	1	75	75	1	75	75	4.39e-50	144	100
seq_0022	YP_009725299	55.556	18	6	43	60	75	1605	1620	1945	1.1	18.9	24
seq_0022	YP_009724389	55.556	18	6	43	60	75	2423	2438	7096	1.1	18.9	24
seq_0022	YP_009724390	25.000	24	18	47	70	75	624	647	1273	5.5	16.9	32
seq_0023	YP_009724389	100.000	7096	0	1	7096	7096	1	7096	7096	0.0	14825	100
seq_0023	YP_009725299	100.000	1945	0	819	2763	7096	1	1945	1945	0.0	4024	28
seq_0023	YP_009725299	31.343	67	34	4230	4289	7096	616	677	1945	8.8	23.5	28
seq_0023	YP_009725307	100.000	932	0	4393	5324	7096	1	932	932	0.0	1969	13
seq_0023	YP_009725298	100.000	638	0	181	818	7096	1	638	638	0.0	1326	10
seq_0023	YP_009725298	27.143	70	47	6409	6474	7096	51	120	638	3.3	25.0	10
seq_0023	YP_009725308	100.000	601	0	5325	5925	7096	1	601	601	0.0	1259	8
seq_0023	YP_009725309	100.000	527	0	5926	6452	7096	1	527	527	0.0	1134	8
seq_0023	YP_009725309	25.000	68	47	4780	4846	7096	209	273	527	7.9	23.5	8
seq_0023	YP_009725300	100.000	500	0	2764	3263	7096	1	500	500	0.0	1039	7
seq_0023	YP_009725310	100.000	346	0	6453	6798	7096	1	346	346	0.0	716	5
seq_0023	YP_009725301	100.000	306	0	3264	3569	7096	1	306	306	0.0	649	4
seq_0023	YP_009725311	100.000	298	0	6799	7096	7096	1	298	298	0.0	627	4
seq_0023	YP_009725302	100.000	290	0	3570	3859	7096	1	290	290	0.0	600	4
seq_0023	YP_009725304	100.000	198	0	3943	4140	7096	1	198	198	5.64e-132	404	3
seq_0023	YP_009725297	100.000	180	0	1	180	7096	1	180	180	5.54e-126	386	3
seq_0023	YP_009725306	100.000	139	0	4254	4392	7096	1	139	139	6.58e-97	301	2
seq_0023	YP_009725305	100.000	113	0	4141	4253	7096	1	113	113	6.38e-75	237	2
seq_0023	YP_009725303	100.000	83	0	3860	3942	7096	1	83	83	9.26e-51	167	1
seq_0023	YP_009725312	100.000	9	0	4393	4401	7096	1	9	13	2.3	21.9	0
seq_0023	YP_009725255	25.000	32	24	6360	6391	7096	2	33	38	2.8	22.3	0
seq_0024	YP_009724391	100.000	275	0	1	275	275	1	275	275	0.0	568	100
seq_0024	YP_009725298	24.419	86	52	181	262	275	53	129	638	0.53	22.7	30
seq_0024	YP_009724389	24.419	86	52	181	262	275	233	309	7096	0.61	22.3	60
seq_0024	YP_009724389	25.862	58	39	68	121	275	3066	3123	7096	7.9	18.9	60
seq_0024	YP_009724389	27.778	36	20	124	153	275	5344	5379	7096	8.2	18.9	60
seq_0024	YP_009725308	27.778	36	20	124	153	275	20	55	601	5.4	19.2	11
seq_0024	YP_009725304	45.455	11	6	151	161	275	108	118	198	6.9	18.9	4
seq_0025	YP_009724395	100.000	121	0	1	121	121	1	121	121	4.58e-90	248	100
seq_0025	YP_009724396	30.769	39	21	1	35	121	1	37	121	0.28	21.2	29
seq_0025	YP_009725309	24.242	66	37	37	92	121	16	78	527	7.3	17.3	46
seq_0025	YP_009724389	39.130	23	13	100	121	121	2779	2801	7096	7.4	17.7	64
seq_0025	YP_009724389	24.242	66	37	37	92	121	5941	6003	7096	8.0	17.3	64
seq_0025	YP_009724389	27.273	22	16	43	64	121	1917	1938	7096	9.4	17.3	64
seq_0025	YP_009725299	27.273	22	16	43	64	121	1099	1120	1945	9.2	17.3	18
seq_0026	YP_009724393	100.000	222	0	1	222	222	1	222	222	2.30e-167	452	100
seq_0026	YP_009725299	23.171	82	57	19	100	222	1497	1572	1945	0.36	22.7	37
seq_0026	YP_009725301	29.032	31	19	148	178	222	74	101	306	2.4	20.0	14
seq_0026	YP_009724389	29.032	31	19	148	178	222	3337	3364	7096	2.9	20.0	31
seq_0026	YP_009724389	33.333	39	20	76	113	222	3048	3081	7096	7.9	18.5	31
seq_0027	YP_009724390	100.000	1273	0	1	1273	1273	1	1273	1273	0.0	2637	100
seq_0027	YP_009725307	36.842	19	12	896	914	1273	338	356	932	3.4	22.3	1
seq_0027	YP_009725309	39.130	23	12	168	188	1273	233	255	527	3.5	22.3	2
seq_0027	YP_009724389	36.842	19	12	896	914	1273	4730	4748	7096	3.6	22.3	9
seq_0027	YP_009724389	39.130	23	12	168	188	1273	6158	6180	7096	4.1	22.3	9
seq_0027	YP_009724389	30.189	53	35	377	427	1273	4376	4428	7096	5.5	21.9	9
seq_0027	YP_009724389	42.105	19	11	1136	1154	1273	619	637	7096	6.6	21.6	9
seq_0027	YP_009725298	42.105	19	11	1136	1154	1273	439	457	638	5.9	21.6	1
seq_0028	YP_009724389	99.972	7096	2	1	7096	7096	1	7096	7096	0.0	14815	100
seq_0028	YP_009725299	100.000	1945	0	819	2763	7096	1	1945	1945	0.0	4025	28
seq_0028	YP_009725299	31.343	67	34	4230	4289	7096	616	677	1945	8.7	23.5	28
seq_0028	YP_009725307	100.000	932	0	4393	5324	7096	1	932	932	0.0	1969	13
seq_0028	YP_009725298	100.000	638	0	181	818	7096	1	638	638	0.0	1326	10
seq_0028	YP_009725298	27.143	70	47	6409	6474	7096	51	120	638	3.2	25.0	10
seq_0028	YP_009725308	99.667	601	2	5325	5925	7096	1	601	601	0.0	1251	8
seq_0028	YP_009725309	100.000	527	0	5926	6452	7096	1	527	527	0.0	1134	8
seq_0028	YP_009725309	25.000	68	47	4780	4846	7096	209	273	527	7.9	23.5	8
seq_0028	YP_009725300	100.000	500	0	2764	3263	7096	1	500	500	0.0	1039	7
seq_0028	YP_009725310	100.000	346	0	6453	6798	7096	1	346	346	0.0	716	5
seq_0028	YP_009725301	100.000	306	0	3264	3569	7096	1	306	306	0.0	649	4
seq_0028	YP_009725311	100.000	298	0	6799	7096	7096	1	298	298	0.0	627	4
seq_0028	YP_009725302	100.000	290	0	3570	3859	7096	1	290	290	0.0	600	4
seq_0028	YP_009725304	100.000	198	0	3943	4140	7096	1	198	198	5.64e-132	404	3
seq_0028	YP_009725297	100.000	180	0	1	180	7096	1	180	180	5.54e-126	386	3
seq_0028	YP_009725306	100.000	139	0	4254	4392	7096	1	139	139	7.11e-97	301	2
seq_0028	YP_009725305	100.000	113	0	4141	4253	7096	1	113	113	6.38e-75	237	2
seq_0028	YP_009725303	100.000	83	0	3860	3942	7096	1	83	83	1.01e-50	167	1
seq_0028	YP_009725312	100.000	9	0	4393	4401	7096	1	9	13	2.3	21.9	0
seq_0028	YP_009725255	25.000	32	24	6360	6391	7096	2	33	38	2.8	22.3	0
seq_0029	YP_009724396	99.174	121	1	1	121	121	1	121	121	2.29e-90	249	100
seq_0029	YP_009724395	30.769	39	21	1	37	121	1	35	121	0.26	21.6	31
seq_0029	YP_009725311	40.000	25	14	8	31	121	39	63	298	1.9	19.2	20
seq_0029	YP_009725299	26.087	23	17	9	31	121	1331	1353	1945	1.9	19.2	19
seq_0029	YP_009724389	40.000	25	14	8	31	121	6837	6861	7096	3.2	18.5	20
seq_0029	YP_009724389	26.087	23	17	9	31	121	2149	2171	7096	3.6	18.5	20
seq_0030	YP_009724389	99.944	7096	4	1	7096	7096	1	7096	7096	0.0	14817	100
seq_0030	YP_009725299	99.949	1945	1	819	2763	7096	1	1945	1945	0.0	4023	28
seq_0030	YP_009725299	31.343	67	34	4230	4289	7096	616	677	1945	8.8	23.5	28
seq_0030	YP_009725307	100.000	932	0	4393	5324	7096	1	932	932	0.0	1969	13
seq_0030	YP_009725298	100.000	638	0	181	818	7096	1	638	638	0.0	1326	10
seq_0030	YP_009725298	27.143	70	47	6409	6474	7096	51	120	638	3.2	25.0	10
seq_0030	YP_009725308	100.000	601	0	5325	5925	7096	1	601	601	0.0	1259	8
seq_0030	YP_009725309	99.810	527	1	5926	6452	7096	1	527	527	0.0	1132	8
seq_0030	YP_009725309	25.000	68	47	4780	4846	7096	209	273	527	7.9	23.5	8
seq_0030	YP_009725300	99.800	500	1	2764	3263	7096	1	500	500	0.0	1035	7
seq_0030	YP_009725310	100.000	346	0	6453	6798	7096	1	346	346	0.0	716	5
seq_0030	YP_009725301	100.000	306	0	3264	3569	7096	1	306	306	0.0	649	4
seq_0030	YP_009725311	100.000	298	0	6799	7096	7096	1	298	298	0.0	627	4
seq_0030	YP_009725302	100.000	290	0	3570	3859	7096	1	290	290	0.0	600	4
seq_0030	YP_009725304	100.000	198	0	3943	4140	7096	1	198	198	5.64e-132	404	3
seq_0030	YP_009725297	99.444	180	1	1	180	7096	1	180	180	2.34e-125	384	3
seq_0030	YP_009725306	100.000	139	0	4254	4392	7096	1	139	139	6.84e-97	301	2
seq_0030	YP_009725305	100.000	113	0	4141	4253	7096	1	113	113	6.32e-75	237	2
seq_0030	YP_009725303	100.000	83	0	3860	3942	7096	1	83	83	1.07e-50	167	1
seq_0030	YP_009725312	100.000	9	0	4393	4401	7096	1	9	13	2.3	21.9	0
seq_0030	YP_009725255	25.000	32	24	6360	6391	7096	2	33	38	2.8	22.3	0
seq_0031	YP_009724389	99.932	4401	3	1	4401	4405	1	4401	7096	0.0	9128	99
seq_0031	YP_009724389	27.143	70	47	231	300	4405	6409	6474	7096	4.0	24.3	99
seq_0031	YP_009725299	99.949	1945	1	819	2763	4405	1	1945	1945	0.0	4031	46
seq_0031	YP_009725299	31.343	67	34	4230	4289	4405	616	677	1945	5.9	23.5	46
seq_0031	YP_009725298	100.000	638	0	181	818	4405	1	638	638	0.0	1328	14
seq_0031	YP_009725300	99.800	500	1	2764	3263	4405	1	500	500	0.0	1040	11
seq_0031	YP_009725301	100.000	306	0	3264	3569	4405	1	306	306	0.0	652	7
seq_0031	YP_009725302	100.000	290	0	3570	3859	4405	1	290	290	0.0	602	7
seq_0031	YP_009725304	100.000	198	0	3943	4140	4405	1	198	198	1.40e-132	405	4
seq_0031	YP_009725297	99.444	180	1	1	180	4405	1	180	180	1.44e-125	384	4
seq_0031	YP_009725306	100.000	139	0	4254	4392	4405	1	139	139	1.46e-97	302	3
